rank, rank_change, rider_name, team, nationality, PCS_points, PCS_points_change, UCI_points, one_day_race, GC, TT, Sprint, Climber, age, height, weight, year_wins, all_year_wins, all_year_GT, all_classics, years_active, race_km, race_days
649, 2, Cima Damiano, Gazprom - RusVelo, Italy, 54, 44, 82, 107, 141, 2, 450, 20, 28, 1.8, 70, 1, 2, 1, 2, 8, 6369, 42
650, 2, Budding Martijn, BEAT Cycling, Netherlands, 54, 42, 133, 308, 93, 0, 386, 34, 26, 1.87, 74, 0, 0, 0, 1, 7, 4123, 25
651, 2, Doubey Fabien, Team TotalEnergies, France, 54, -39, 8, 100, 256, 3, 64, 145, 28, 1.74, 62, 0, 0, 1, 5, 6, 11057, 74
652, 2, Stokbro Andreas, Team Qhubeka NextHash, Denmark, 54, -41, 45, 145, 106, 16, 302, 35, 24, 1.83, 70, 0, 1, 0, 1, 6, 7670, 50
653, 2, Aular Orluis, Caja Rural - Seguros RGA, Venezuela, 54, 19, 43, 81, 84, 228, 656, 139, 25, 1.76, 65, 0, 1, 0, 0, 7, 7532, 51
654, 2, De Lie Arnaud, Lotto - Soudal U23, Belgium, 54, 54, 84, 0, 25, 1, 50, 20, 19, 1.82, 77, 4, 0, 0, 0, 1, 4484, 36
655, 2, Garosio Andrea, Bardiani-CSF-Faizanè, Italy, 53, 26, 84, 100, 56, 4, 31, 74, 27, 1.75, 58, 0, 0, 1, 3, 8, 7626, 47
656, 2, Kononenko Mykhaylo, Salcano Sakarya BB Team, Ukraine, 53, -30, 180, 380, 645, 299, 2275, 331, 34,  ,  , 2, 10, 0, 0, 14, 3727, 31
657, 2, Meisen Marcel, Alpecin-Fenix, Germany, 53, 35, 50, 77, 135, 115, 350, 28, 32, 1.72, 62, 0, 1, 0, 0, 12, 4701, 28
658, 2, Gesink Robert, Team Jumbo-Visma, Netherlands, 53, -21, 36, 2857, 5059, 1172, 888, 4918, 35, 1.89, 70, 0, 13, 20, 17, 19, 8152, 50
659, 2, Moniquet Sylvain, Lotto Soudal, Belgium, 53, 41, 15, 24, 54, 3, 10, 32, 23, 1.75, 61, 0, 0, 1, 1, 4, 8612, 56
660, 2, Fetter Erik, EOLO-Kometa, Hungary, 53, 49, 142, 10, 16, 50, 17, 34, 21, 1.9, 70, 2, 2, 0, 1, 3, 5879, 41
661, 2, Steinhauser Georg, Tirol KTM Cycling Team, Germany, 53, 51, 93, 7, 34, 0, 2, 18, 20,  ,  , 1, 0, 0, 0, 2, 4672, 38
662, 2, Kirsch Alex, Trek - Segafredo, Luxembourg, 52, -26, 75, 344, 274, 489, 554, 162, 29, 1.94, 75, 0, 0, 2, 8, 11, 10459, 69
663, 2, Edet Nicolas, Cofidis Solutions Crédits, France, 52, -103, 27, 439, 1401, 74, 662, 1096, 33, 1.76, 60, 0, 2, 13, 7, 15, 5808, 37
664, 2, Nieuwenhuis Joris, Team DSM, Netherlands, 52, -48, 19, 148, 129, 8, 126, 91, 25, 1.85, 71, 0, 0, 2, 2, 5, 9085, 57
665, 2, Malucelli Matteo, Androni Giocattoli - Sidermec, Italy, 52, 44, 32, 50, 22, 36, 1490, 22, 28, 1.71, 68, 1, 4, 0, 0, 7, 7898, 50
666, 2, Trarieux Julien, DELKO, France, 52, 40, 67, 139, 34, 26, 79, 28, 29, 1.83, 71, 0, 0, 0, 3, 4, 6992, 40
667, 2, Zoccarato Samuele, Bardiani-CSF-Faizanè, Italy, 52, 51, 106, 51, 22, 0, 64, 12, 23, 1.83, 74, 0, 0, 1, 0, 4, 10680, 68
668, -27, Ezquerra Jesús, Burgos-BH, Spain, 51, 27, 69, 121, 105, 110, 234, 77, 30, 1.85, 69, 0, 1, 3, 0, 11, 5300, 35
669, 1, Keukeleire Jens, EF Education - Nippo, Belgium, 51, -113, 19, 1937, 1108, 163, 1922, 526, 33, 1.85, 69, 0, 11, 11, 32, 13, 11564, 73
670, 1, Cepeda Jefferson Alveiro, Caja Rural - Seguros RGA, Ecuador, 51, -34, 30, 140, 107, 74, 194, 77, 25, 1.7, 61, 0, 4, 2, 0, 6, 7494, 48
671, 1, Townsend Rory, Canyon dhb SunGod, Ireland, 51, 43, 70, 180, 3, 32, 338, 64, 26, 1.84, 73, 1, 2, 0, 0, 5, 4675, 29
672, 1, Eriksson Jacob, Team Coop, Sweden, 51, 41, 85, 16, 57, 1, 0, 12, 22,  ,  , 0, 0, 0, 0, 3, 3655, 23
673, 1, Zukowsky Nickolas, Rally Cycling, Canada, 51, -47, 86, 86, 86, 45, 82, 35, 23,  ,  , 0, 0, 0, 0, 4, 8506, 55
674, 1, Sefa Ylber, Tarteletto - Isorex, Albania, 50, 18, 108, 106, 35, 116, 96, 10, 30, 1.9, 72, 2, 8, 0, 0, 12, 2708, 22
675, 1, Tizza Marco, Amore & Vita - Prodir, Italy, 50, -48, 73, 583, 119, 23, 455, 268, 29, 1.73, 58, 0, 2, 0, 2, 12, 4752, 29
676, 1, De Tier Floris, Alpecin-Fenix, Belgium, 50, 40, 43, 262, 337, 0, 142, 408, 29, 1.72, 59, 0, 0, 3, 8, 9, 9826, 63
677, 1, Lammertink Maurits, Intermarché - Wanty - Gobert Matériaux, Netherlands, 50, -65, 64, 799, 718, 93, 833, 372, 31, 1.69, 61, 0, 3, 4, 10, 11, 5049, 31
678, 1, Puccio Salvatore, INEOS Grenadiers, Italy, 50, -33, 0, 349, 473, 83, 181, 378, 32, 1.82, 68, 0, 0, 15, 27, 12, 11287, 71
679, 1, Cabot Jérémy, Team TotalEnergies, France, 50, 18, 86, 75, 89, 121, 164, 20, 30, 1.92, 76, 0, 0, 1, 0, 6, 7312, 46
680, 1, Sánchez Brayan, Team Medellin - EPM, Colombia, 50, 47, 36, 9, 30, 91, 89, 38, 27,  ,  , 3, 1, 0, 0, 8, 3431, 29
681, 1, Sainbayar Jambaljamts, Terengganu Cycling Team, Mongolia, 50, -28, 158, 118, 40, 60, 132, 44, 25, 1.72, 60, 1, 1, 0, 0, 6, 969, 9
682, 1, Askey Lewis, Equipe continentale Groupama-FDJ, Great Britain, 50, 49, 171, 40, 3, 0, 26, 6, 20, 1.87, 75, 1, 0, 0, 0, 2, 6636, 46
683, 1, Zwiehoff Ben, BORA - hansgrohe, Germany, 50, 50, 64, 3, 47, 3, 3, 24, 27, 1.82, 61, 0, 0, 1, 0, 1, 9055, 61
684, 1, Orrico Davide, Vini Zabù, Italy, 49, 48, 67, 135, 45, 3, 138, 89, 31,  , 70, 0, 0, 0, 1, 13, 6972, 41
685, 1, Archbold Shane, Deceuninck - Quick Step, New Zealand, 49, -48, 37, 287, 114, 63, 746, 93, 32, 1.82, 79, 0, 2, 2, 4, 12, 9709, 62
686, 1, Hivert Jonathan, B&B Hotels p/b KTM, France, 49, -5, 82, 1730, 1497, 551, 1670, 808, 36, 1.7, 62, 0, 17, 4, 12, 17, 9763, 66
687, 1, Bárta Jan, Elkov - Kasper, Czech Republic, 49, 38, 86, 340, 1467, 2479, 630, 231, 36, 1.84, 75, 1, 14, 6, 11, 16, 7806, 54
688, 1, Halmuratov Muradjan, Sweet Nice Continental, Uzbekistan, 49, 19, 75, 337, 98, 549, 189, 19, 39, 1.85, 68, 1, 16, 0, 0, 18, 1097, 10
689, 1, Banaszek Adrian, HRE Mazowsze Serce Polski, Poland, 49, 32, 110, 39, 76, 154, 467, 1, 28, 1.85, 79, 0, 0, 0, 0, 9, 9250, 63
690, 1, Lopez Diego, Equipo Kern Pharma, Spain, 49, 49, 46, 0, 36, 128, 7, 30, 23, 1.88, 70, 0, 0, 0, 0, 1, 7586, 51
691, 1, Krul Wessel, SEG Racing Academy, Netherlands, 49, 44, 77, 37, 0, 4, 5, 0, 21, 1.83, 75, 1, 0, 0, 0, 2, 5119, 35
692, 1, Sobal Yauhen, Minsk Cycling Club, Belarus, 48, 33, 200, 291, 295, 163, 558, 118, 40,  ,  , 0, 7, 0, 0, 21, 6193, 44
693, 1, Torres Albert, Movistar Team, Spain, 48, -10, 0, 148, 66, 70, 430, 42, 31, 1.8, 70, 0, 0, 2, 1, 8, 7115, 48
694, 1, Duchesne Antoine, Groupama - FDJ, Canada, 48, 43, 75, 305, 238, 20, 235, 10, 30, 1.9, 75, 0, 1, 4, 12, 10, 9885, 63
695, 1, Monk Cyrus, EvoPro Racing, Australia, 48, 41, 68, 118, 36, 52, 128, 10, 25, 1.75, 67, 0, 0, 0, 0, 6, 5110, 33
696, 1, Novikov Savva, Equipo Kern Pharma, Russia, 48, 25, 59, 12, 237, 21, 132, 51, 22, 1.77, 63, 0, 3, 0, 0, 4, 7353, 53
697, 1, Ardila Andrés Camilo, UAE-Team Emirates, Colombia, 48, 42, 57, 0, 75, 20, 3, 17, 22, 1.7, 59, 0, 0, 0, 1, 3, 7269, 50
698, 1, Drucker Jempy, Cofidis Solutions Crédits, Luxembourg, 47, -220, 97, 2374, 630, 623, 3444, 234, 35, 1.82, 75, 0, 6, 4, 20, 15, 9328, 58
699, 1, Murphy Kyle, Rally Cycling, United States, 47, -12, 88, 69, 153, 184, 108, 242, 30, 1.85, 67, 2, 2, 0, 0, 7, 8211, 54
700, 1, Peák Barnabás, Team BikeExchange, Hungary, 47, 10, 52, 95, 42, 165, 131, 13, 22, 1.83, 74, 0, 3, 0, 2, 5, 6935, 47
701, 1, Weemaes Sasha, Sport Vlaanderen - Baloise, Belgium, 47, 14, 70, 168, 18, 12, 279, 0, 23, 1.77, 73, 0, 0, 0, 0, 4, 4920, 30
702, 1, Suter Joel, Bingoal Pauwels Sauces WB, Switzerland, 47, 11, 55, 41, 22, 38, 62, 29, 23, 1.9, 75, 0, 0, 0, 2, 4, 5911, 43
703, 1, Kristensen Mads Østergaard, ColoQuick, Denmark, 47, 46, 84, 26, 19, 27, 45, 6, 23,  ,  , 1, 0, 0, 0, 3, 2596, 16
704, 1, Gazzoli Michele, Team Colpack Ballan, Italy, 47, 35, 139, 54, 155, 22, 81, 2, 22, 1.8, 76, 1, 0, 0, 0, 3, 4466, 32
705, 1, Gudmestad Tord, Team Coop, Norway, 47, 47, 183, 29, 8, 8, 100, 0, 20,  ,  , 4, 0, 0, 0, 1, 5023, 33
706, 1, Sabatini Fabio, Cofidis Solutions Crédits, Italy, 46, 28, 0, 490, 568, 85, 1038, 103, 36, 1.87, 74, 0, 0, 21, 22, 18, 10190, 66
707, 1, Delacroix Tristan,  , France, 46, 46, 74, 0, 39, 0, 22, 12, 27, 1.71, 59, 1, 0, 0, 0, 1, 2354, 19
708, 1, Leysen Senne, Alpecin-Fenix, Belgium, 46, 1, 7, 58, 80, 133, 43, 16, 25, 1.9, 75, 0, 0, 1, 6, 7, 10986, 68
709, 1, Rajović Dušan, DELKO, Serbia, 46, 25, 68, 147, 11, 226, 752, 32, 24, 1.83, 76, 1, 9, 0, 1, 6, 6053, 41
710, 1, López Jordi, Equipo Kern Pharma, Spain, 46, 46, 80, 39, 7, 5, 10, 22, 23, 1.7, 59, 0, 0, 0, 0, 1, 6766, 43
711, 1, Keisse Iljo, Deceuninck - Quick Step, Belgium, 45, -21, 8, 681, 327, 101, 1081, 42, 38, 1.83, 72, 0, 5, 8, 17, 18, 11156, 74
712, 1, Ladagnous Matthieu, Groupama - FDJ, France, 45, 5, 8, 1391, 1432, 232, 1691, 360, 36, 1.81, 73, 0, 11, 14, 37, 17, 9157, 61
713, 1, Contreras Rodrigo, Astana - Premier Tech, Colombia, 45, 20, 31, 10, 134, 211, 46, 121, 27, 1.8, 68, 0, 1, 1, 1, 9, 4980, 34
714, 1, Jacobs Johan, Movistar Team, Switzerland, 45, -11, 78, 85, 26, 7, 35, 0, 24, 1.92, 72, 0, 0, 1, 2, 3, 7078, 48
715, 1, Resell Erik Nordsæter, Uno-X Pro Cycling Team, Norway, 45, 29, 83, 77, 10, 1, 181, 24, 25,  ,  , 0, 0, 0, 0, 4, 7873, 44
716, 2, Rosskopf Joey, Rally Cycling, United States, 44, -117, 133, 245, 656, 1076, 254, 422, 32, 1.86, 74, 1, 5, 6, 7, 11, 6924, 46
717, 2, Frankiny Kilian, Team Qhubeka NextHash, Switzerland, 44, -47, 19, 74, 413, 18, 2, 367, 27, 1.79, 67, 0, 0, 5, 2, 7, 8748, 58
718, 2, Rodriguez José Luis, Start Cycling Team, Chile, 44, -16, 130, 195, 28, 356, 28, 9, 27,  ,  , 2, 7, 0, 0, 8, 200, 4
719, 2, Dima Emil, Giotti Victoria - Savini Due, Romania, 44, 15, 72, 11, 69, 129, 62, 32, 24,  ,  , 1, 1, 0, 0, 5, 6562, 48
720, 2, Natarov Yuriy, Astana - Premier Tech, Kazakhstan, 44, 19, 77, 39, 160, 101, 36, 50, 24, 1.86, 68, 0, 1, 1, 0, 6, 8932, 59
721, 2, Hočevar Kristjan, Adria Mobil, Slovenia, 44, 40, 115, 12, 45, 5, 33, 16, 22, 1.68, 57, 0, 0, 0, 0, 3, 6960, 48
722, 2, Price-Pejtersen Johan, Uno-X Pro Cycling Team, Denmark, 44, 40, 224, 0, 3, 232, 15, 0, 22, 1.97, 77, 3, 0, 0, 0, 4, 3385, 30
723, 2, van Dijke Tim, Jumbo-Visma Development Team, Netherlands, 44, 38, 122, 15, 8, 48, 8, 0, 21,  ,  , 3, 1, 0, 0, 2, 5543, 37
724, 98, Daumont Paul,  , Burkina Faso, 44, 23, 119, 42, 27, 48, 234, 7, 22,  ,  , 3, 1, 0, 0, 4, 4789, 41
725, 1, Sánchez Pelayo, Burgos-BH, Spain, 44, 44, 18, 0, 44, 0, 0, 17, 21, 1.76, 61, 0, 0, 1, 0, 1, 7304, 50
726, 1, Janssens Jimmy, Alpecin-Fenix, Belgium, 43, 7, 8, 358, 265, 137, 430, 76, 32, 1.83, 70, 0, 0, 1, 3, 12, 10791, 64
727, 1, Reguigui Youcef,  , Algeria, 43, -132, 178, 432, 527, 107, 2124, 132, 31, 1.72, 69, 0, 10, 2, 2, 11, 1629, 13
728, 1, Sprengers Thomas, Sport Vlaanderen - Baloise, Belgium, 43, -29, 37, 586, 403, 48, 520, 248, 31, 1.77, 60, 0, 0, 0, 10, 9, 8003, 46
729, 1, Van Staeyen Michael, EvoPro Racing, Belgium, 43, 1, 38, 1840, 85, 6, 3865, 8, 33, 1.67, 62, 0, 3, 0, 6, 14, 3624, 23
730, 1, Bookwalter Brent, Team BikeExchange, United States, 43, -53, 80, 466, 1574, 1163, 730, 913, 37, 1.8, 70, 0, 3, 11, 7, 14, 6847, 44
731, 1, De Backer Bert, B&B Hotels p/b KTM, Belgium, 43, 6, 30, 723, 189, 1, 670, 16, 37, 1.83, 73, 0, 1, 4, 24, 15, 7250, 39
732, 1, El Fares Julien, EF Education - Nippo, France, 43, 14, 62, 640, 1436, 83, 1116, 620, 36, 1.72, 62, 0, 3, 4, 4, 16, 6228, 42
733, 1, Froome Chris, Israel Start-Up Nation, Great Britain, 43, 10, 18, 242, 8247, 4389, 509, 6852, 36, 1.86, 66, 0, 46, 19, 9, 15, 10582, 70
734, 1, Campos Roniel, Louletano - Loulé Concelho, Venezuela, 43, 15, 61, 7, 65, 38, 97, 98, 28,  ,  , 3, 0, 0, 0, 6, 3707, 30
735, 1, Viviani Attilio, Cofidis Solutions Crédits, Italy, 43, -10, 8, 92, 54, 0, 297, 6, 25, 1.74, 69, 0, 2, 1, 3, 5, 11617, 71
736, 1, Pluto Mārtiņš, ABLOC CT, Latvia, 43, 41, 68, 24, 16, 0, 52, 14, 23,  ,  , 0, 0, 0, 0, 4, 4589, 28
737, 1, Zambelli Samuele, Iseo Serrature - Rime - Carnovali, Italy, 43, 21, 78, 58, 0, 3, 132, 4, 23, 1.8, 70, 0, 0, 0, 0, 3, 3746, 25
738, 1, Pelegrí Óscar, Electro Hiper Europa, Spain, 43, 33, 65, 21, 27, 3, 166, 24, 27, 1.75, 62, 1, 0, 0, 0, 5, 5286, 35
739, 1, Rivi Samuele, EOLO-Kometa, Italy, 43, 32, 35, 29, 25, 10, 26, 18, 23, 1.87, 72, 0, 0, 1, 0, 3, 9358, 60
740, 1, Mulubrhan Henok, Team Qhubeka, Eritrea, 43, -49, 88, 124, 75, 45, 306, 49, 22, 1.76, 60, 0, 0, 0, 0, 4, 6735, 48
741, 1, Piccolo Andrea,  , Italy, 43, 43, 84, 43, 0, 0, 0, 9, 20, 1.82, 64, 1, 0, 0, 0, 1, 1468, 9
742, 1, Ponomar Andrii, Androni Giocattoli - Sidermec, Ukraine, 43, 43, 106, 20, 23, 0, 0, 8, 19, 1.83, 65, 1, 1, 1, 1, 1, 7299, 47
743, 1, Steels Stijn, Deceuninck - Quick Step, Belgium, 42, 29, 20, 297, 35, 37, 320, 37, 32, 1.82, 78, 0, 0, 0, 9, 12, 9408, 58
744, 1, Pfingsten Christoph, Team Jumbo-Visma, Germany, 42, 29, 20, 288, 329, 233, 305, 96, 34, 1.79, 69, 0, 0, 4, 8, 16, 7602, 51
745, 1, Jungels Bob, AG2R Citroën Team, Luxembourg, 42, -92, 60, 1097, 2096, 2531, 637, 1500, 29, 1.89, 70, 0, 23, 8, 11, 11, 5701, 38
746, 1, Herrada José, Cofidis Solutions Crédits, Spain, 42, -23, 38, 563, 1052, 325, 318, 834, 36, 1.75, 65, 0, 2, 13, 6, 17, 10352, 66
747, 1, Rowe Luke, INEOS Grenadiers, Great Britain, 42, -57, 13, 1156, 423, 142, 774, 54, 31, 1.85, 72, 0, 2, 9, 25, 13, 9944, 62
748, 1, Jensen August, DELKO, Norway, 42, -9, 51, 326, 417, 48, 1074, 90, 30, 1.76, 67, 0, 1, 0, 2, 9, 7196, 43
749, 1, Novoa Leonidas Sebastián, Best PC Ecuador, Ecuador, 42, 38, 170, 44, 0, 28, 5, 0, 29,  ,  , 0, 0, 0, 0, 8, 1342, 12
750, 1, Ropero Alejandro, EOLO-Kometa, Spain, 42, 31, 44, 31, 17, 0, 14, 10, 23, 1.71, 61, 0, 0, 0, 0, 2, 6548, 41
751, 1, Carpenter Robin, Rally Cycling, United States, 41, 27, 31, 324, 253, 184, 698, 150, 29,  ,  , 1, 5, 0, 0, 10, 5286, 34
752, 1, Ledanois Kévin, Team Arkéa Samsic, France, 41, -52, 35, 344, 216, 45, 332, 70, 28, 1.81, 67, 0, 0, 3, 5, 8, 9536, 60
753, 1, Ludvigsson Tobias, Groupama - FDJ, Sweden, 41, 2, 60, 117, 863, 1749, 190, 214, 30, 1.94, 76, 0, 5, 12, 6, 11, 8482, 57
754, 1, Frank Mathias,  , Switzerland, 41, 26, 52, 702, 2803, 604, 338, 2436, 34, 1.76, 64, 0, 7, 13, 17, 16, 4093, 31
755, 1, Rosa Diego, Team Arkéa Samsic, Italy, 41, -124, 22, 1023, 823, 343, 198, 1077, 32, 1.78, 65, 0, 3, 8, 12, 10, 7396, 46
756, 1, Nibali Antonio, Trek - Segafredo, Italy, 41, 16, 20, 28, 175, 0, 12, 110, 29, 1.8, 65, 0, 1, 5, 4, 6, 9905, 66
757, 1, Hernández José Tito, Team Medellin - EPM, Colombia, 41, 26, 60, 25, 45, 36, 39, 40, 27,  ,  , 0, 0, 0, 0, 7, 3436, 28
758, 1, Strakhov Dmitry, Gazprom - RusVelo, Russia, 41, 23, 45, 181, 350, 44, 255, 114, 26, 1.85, 70, 0, 3, 1, 2, 7, 10039, 62
759, 1, Nekrasov Denis, Gazprom - RusVelo, Russia, 41, 18, 70, 23, 44, 0, 19, 48, 24,  ,  , 0, 0, 0, 1, 4, 8291, 55
760, 1, Bou Joan, Euskaltel - Euskadi, Spain, 41, 14, 38, 5, 74, 1, 6, 56, 24,  ,  , 0, 0, 1, 1, 4, 10067, 66
761, 1, Fedorov Yevgeniy, Astana - Premier Tech, Kazakhstan, 41, -132, 143, 84, 119, 82, 131, 17, 21, 1.93, 80, 1, 3, 0, 2, 3, 5227, 36
762, 1, Canal Carlos, Burgos-BH, Spain, 41, 41, 40, 20, 20, 0, 10, 36, 20, 1.79, 70, 0, 0, 1, 0, 1, 7699, 49
763, 1, Kamp Alexander, Trek - Segafredo, Denmark, 40, 25, 15, 293, 453, 39, 833, 170, 27,  , 70, 0, 3, 1, 2, 10, 8013, 54
764, 1, Edmondson Alex, Team BikeExchange, Australia, 40, -10, 10, 135, 110, 377, 319, 74, 27, 1.84, 75, 0, 1, 3, 7, 10, 4042, 27
765, 1, Bravo Garikoitz, Euskaltel - Euskadi, Spain, 40, 37, 38, 255, 515, 35, 256, 217, 32, 1.74, 61, 0, 0, 1, 2, 13, 6247, 41
766, 1, Miltiadis Andreas, Gios, Cyprus, 40, 10, 75, 64, 11, 234, 10, 11, 25, 1.79, 74, 2, 10, 0, 0, 7, 2948, 25
767, 1, Hänninen Jaakko, AG2R Citroën Team, Finland, 40, -20, 56, 139, 63, 0, 52, 45, 24, 1.77, 59, 0, 0, 1, 3, 5, 7271, 48
768, 1, Aaskov Pallesen Jeppe, ColoQuick, Denmark, 40, 30, 35, 42, 36, 0, 61, 38, 24, 1.74, 60, 0, 0, 0, 0, 4, 3079, 19
769, 169, Kone Souleymane,  , Burkina Faso, 40, 33, 75, 7, 30, 3, 109, 5, 24,  ,  , 1, 0, 0, 0, 4, 3169, 25
770, -53, Chumil Sergio Geovani,  , Guatemala, 40, 25, 105, 35, 8, 0, 40, 27, 21,  ,  , 1, 0, 0, 0, 3, 310, 6
771, -1, Strong Corbin, SEG Racing Academy, New Zealand, 40, 25, 68, 5, 102, 4, 124, 30, 21, 1.73, 63, 1, 0, 0, 0, 3, 3091, 21
772, -1, Peña Ricardo,  , Mexico, 40, 40, 70, 40, 0, 0, 0, 0, 20,  ,  , 0, 0, 0, 0, 1, 170, 2
773, -1, Kamzong Clovis,  , Cameroon, 39, 3, 65, 0, 205, 24, 601, 84, 30,  ,  , 0, 1, 0, 0, 11, 2941, 23
774, -1, Hepburn Michael, Team BikeExchange, Australia, 39, 14, 0, 166, 260, 1294, 101, 25, 30, 1.86, 77, 0, 3, 8, 8, 12, 9482, 59
775, 0, Meyer Cameron, Team BikeExchange, Australia, 39, 6, 100, 297, 1214, 1221, 437, 604, 33, 1.81, 70, 1, 12, 10, 7, 14, 5042, 32
776, 0, Van Melsen Kévin, Intermarché - Wanty - Gobert Matériaux, Belgium, 39, 11, 5, 72, 66, 3, 86, 4, 34, 1.85, 77, 0, 0, 2, 8, 13, 9436, 58
777, 0, Kelly Joshua,  , Barbados, 39, 38, 105, 22, 0, 65, 0, 0, 25,  ,  , 1, 0, 0, 0, 3, 140, 5
778, 0, Vargas Walter, Team Medellin - EPM, Colombia, 39, -53, 126, 44, 56, 606, 5, 8, 29,  ,  , 2, 4, 0, 0, 7, 2483, 23
779, 0, Mayrhofer Marius, Development Team DSM, Germany, 39, 37, 46, 30, 2, 28, 36, 14, 21,  ,  , 0, 0, 0, 0, 3, 5396, 38
780, 0, Modolo Sacha, Alpecin-Fenix, Italy, 38, 20, 20, 1787, 503, 19, 5958, 278, 34, 1.8, 67, 1, 47, 12, 18, 16, 6323, 40
781, 0, Martinelli Davide, Astana - Premier Tech, Italy, 38, 15, 3, 235, 103, 131, 386, 18, 28, 1.86, 71, 0, 2, 1, 6, 10, 7511, 49
782, 0, Ghys Robbe, Sport Vlaanderen - Baloise, Belgium, 38, 32, 20, 33, 17, 2, 221, 0, 24, 1.82, 72, 1, 1, 0, 1, 6, 3818, 26
783, 0, Pluimers Rick, Jumbo-Visma Development Team, Netherlands, 38, 20, 68, 27, 26, 43, 39, 5, 20,  ,  , 0, 0, 0, 0, 3, 5647, 36
784, 1013, Bichlmann Daniel, Maloja Pushbikers, Germany, 37, 23, 50, 6, 28, 5, 138, 33, 33, 1.83, 72, 1, 0, 0, 0, 9, 6516, 49
785, -1, Silva Joaquim, Tavfer-Measindot-Mortágua, Portugal, 37, -80, 24, 5, 247, 69, 16, 172, 29, 1.85, 66, 0, 0, 0, 0, 8, 3992, 27
786, -1, Jansen Amund Grøndahl, Team BikeExchange, Norway, 37, -1, 45, 801, 468, 44, 604, 142, 27, 1.87, 83, 0, 2, 4, 9, 9, 6475, 42
787, -1, Potočki Viktor, Ljubljana Gusto Santic, Croatia, 37, 27, 125, 69, 6, 12, 46, 2, 22, 1.76, 58, 1, 2, 0, 0, 4, 5064, 36
788, -1, Heinschke Leon, Development Team DSM, Germany, 37, 32, 70, 6, 42, 53, 37, 24, 22,  ,  , 0, 0, 0, 0, 3, 7366, 54
789, -1, Cotard Théo,  , France, 37, 37, 70, 37, 0, 0, 0, 10, 22,  ,  , 0, 0, 0, 0, 1, 1723, 10
790, -1, Dversnes Fredrik, Team Coop, Norway, 37, 33, 69, 6, 31, 31, 27, 18, 24,  ,  , 0, 0, 0, 0, 2, 6410, 41
791, -1, White Conor, XSpeed United Continental, Bermuda, 37, 23, 93, 46, 0, 89, 0, 0, 22, 1.93, 79, 1, 1, 0, 0, 4, 421, 7
792, -1, Camargo Diego Andrés, EF Education - Nippo, Colombia, 37, 12, 42, 0, 54, 43, 8, 17, 23,  ,  , 0, 0, 1, 1, 2, 6524, 44
793, -1, Sinkeldam Ramon, Groupama - FDJ, Netherlands, 36, 28, 3, 783, 511, 72, 1430, 2, 32, 1.93, 77, 0, 7, 9, 19, 12, 11113, 66
794, -1, Marengo Umberto, Bardiani-CSF-Faizanè, Italy, 36, 15, 15, 91, 56, 15, 244, 58, 29, 1.78, 65, 0, 1, 1, 4, 5, 8997, 60
795, -1, van Schip Jan-Willem, BEAT Cycling, Netherlands, 36, 24, 59, 516, 16, 6, 690, 10, 27, 1.94, 84, 0, 3, 0, 1, 8, 2437, 15
796, -1, Carisey Clément, DELKO, France, 36, -33, 42, 26, 80, 41, 52, 21, 29, 1.86, 75, 1, 1, 0, 1, 6, 5404, 37
797, -1, Yamamoto Masaki, Kinan Cycling Team, Japan, 36, -54, 136, 89, 17, 25, 19, 18, 25, 1.71, 68, 0, 0, 0, 0, 6, 670, 6
798, -1, Sunderland Dylan, Team Qhubeka NextHash, Australia, 36, -3, 6, 60, 137, 45, 72, 92, 25,  ,  , 0, 0, 2, 1, 5, 9913, 67
799, -1, Mudgway Luke, Black Spoke Pro Cycling Academy, New Zealand, 36, 24, 60, 42, 83, 49, 279, 15, 25,  ,  , 1, 1, 0, 0, 6, 4671, 31
800, -1, Gall Felix, Team DSM, Austria, 36, 28, 41, 11, 70, 10, 36, 44, 23,  ,  , 0, 0, 0, 0, 5, 5646, 41
801, -1, de Jong Timo, VolkerWessels Cyclingteam, Netherlands, 36, 31, 82, 30, 1, 5, 27, 2, 22, 1.91, 72, 1, 0, 0, 0, 4, 2410, 19
802, -1, Ritzinger Felix, WSA KTM Graz, Austria, 36, 24, 86, 10, 0, 135, 59, 2, 24, 1.91, 80, 0, 0, 0, 0, 3, 4555, 36
803, -1, Govekar Matevž, Tirol KTM Cycling Team, Slovenia, 36, 36, 97, 31, 0, 1, 44, 12, 21,  ,  , 0, 0, 0, 0, 1, 6415, 50
804, -1, Martens Paul,  , Germany, 35, -15, 0, 1687, 1142, 484, 1774, 646, 38, 1.78, 69, 0, 7, 12, 30, 16, 5645, 35
805, -156, Guamá Byron, Best PC Ecuador, Ecuador, 35, -20, 100, 413, 219, 155, 1350, 248, 36, 1.65, 61, 0, 3, 0, 0, 16, 1540, 12
806, -1, Hofstede Lennard, Team Jumbo-Visma, Netherlands, 35, 0, 0, 76, 273, 66, 113, 72, 26, 1.86, 73, 0, 0, 5, 7, 8, 7976, 51
807, -1, Janssen Adriaan, ABLOC CT, Netherlands, 35, 33, 60, 62, 8, 6, 94, 2, 25, 1.95, 76, 0, 0, 0, 0, 7, 2921, 18
808, -1, Fuentes Ángel, Burgos-BH, Spain, 35, 26, 57, 44, 7, 27, 12, 6, 25, 1.9, 78, 0, 0, 0, 0, 4, 5714, 36
